client_id,Variation,confirm,start,total_time_mins
4102060,Test,2017-04-03 20:22:04,2017-04-03 20:19:56,2.1333333333333333
4102238,Test,2017-04-09 09:08:21,2017-04-09 09:02:47,5.566666666666666
4102473,Control,2017-06-04 18:45:37,2017-06-04 18:41:57,3.6666666666666665
4102668,Test,2017-03-29 16:01:22,2017-03-29 15:52:22,9.0
4102723,Control,2017-04-17 12:46:23,2017-04-17 12:38:53,7.5
4103879,Test,2017-04-04 15:39:11,2017-04-04 15:34:00,5.183333333333334
4104125,Test,2017-05-03 19:44:38,2017-05-03 19:38:59,5.65
4104396,Control,2017-04-21 09:24:27,2017-04-21 09:21:11,3.2666666666666666
4104497,Test,2017-03-29 13:34:33,2017-03-29 13:32:12,2.35
4104755,Test,2017-04-05 22:02:19,2017-04-05 21:59:15,3.066666666666667
4105116,Test,2017-04-19 15:25:31,2017-04-19 15:16:40,8.85
4105118,Test,2017-03-29 11:55:33,2017-03-29 11:54:26,1.1166666666666667
4105263,Test,2017-05-11 14:38:43,2017-05-11 14:37:29,1.2333333333333334
4105704,Test,2017-04-23 15:51:03,2017-04-12 12:35:55,16035.133333333333
4106216,Test,2017-05-05 07:44:36,2017-05-05 07:38:05,6.516666666666667
4106308,Control,2017-03-29 12:04:27,2017-03-29 12:01:47,2.6666666666666665
4106367,Control,2017-04-01 16:32:17,2017-04-01 16:26:32,5.75
4107185,Test,2017-04-17 21:14:08,2017-03-16 13:49:38,46524.5
4107591,Control,2017-03-30 12:07:01,2017-03-30 12:04:31,2.5
4108261,Test,2017-04-04 14:40:11,2017-04-04 14:31:26,8.75
4108295,Test,2017-04-16 12:41:27,2017-04-05 16:43:22,15598.083333333334
4109359,Control,2017-05-11 06:51:16,2017-05-11 06:41:13,10.05
4109719,Test,2017-04-13 15:01:28,2017-04-13 14:57:54,3.566666666666667
4109815,Test,2017-06-03 10:00:59,2017-06-03 09:59:18,1.6833333333333333
4110552,Test,2017-05-28 14:13:24,2017-05-28 14:08:13,5.183333333333334
4111144,Test,2017-06-14 15:16:42,2017-06-14 15:09:29,7.216666666666667
4111814,Control,2017-04-12 12:15:35,2017-04-12 12:13:13,2.3666666666666667
4112213,Control,2017-03-29 11:23:02,2017-03-29 11:07:15,15.783333333333333
4112248,Control,2017-04-03 14:56:15,2017-04-03 14:50:48,5.45
4112456,Test,2017-04-23 13:08:46,2017-04-23 12:39:36,29.166666666666668
4112474,Control,2017-05-07 16:28:18,2017-04-09 11:52:05,40596.21666666667
4112563,Test,2017-04-16 15:28:27,2017-04-16 15:25:12,3.25
4113140,Test,2017-05-03 15:07:51,2017-05-03 14:56:36,11.25
4113740,Control,2017-03-29 12:52:12,2017-03-29 12:47:32,4.666666666666667
4114037,Control,2017-05-29 08:56:16,2017-05-22 15:59:40,9656.6
4114730,Test,2017-04-02 21:33:10,2017-04-02 20:49:00,44.166666666666664
4115939,Control,2017-04-21 13:51:42,2017-04-21 13:49:33,2.15
4116628,Test,2017-04-19 11:14:35,2017-04-19 11:12:23,2.2
4116719,Test,2017-04-03 15:32:35,2017-04-03 15:27:49,4.766666666666667
4116773,Control,2017-04-09 21:48:53,2017-04-09 21:31:41,17.2
4116837,Test,2017-04-07 16:28:24,2017-04-07 15:09:25,78.98333333333333
4117315,Test,2017-04-07 21:23:05,2017-04-07 21:17:26,5.65
4117938,Control,2017-03-24 13:34:38,2017-03-24 13:31:19,3.316666666666667
4118034,Test,2017-03-31 09:01:02,2017-03-31 08:55:08,5.9
4118156,Test,2017-04-01 06:06:07,2017-04-01 06:03:11,2.933333333333333
4118627,Test,2017-03-29 12:11:34,2017-03-29 12:08:28,3.1
4118752,Test,2017-03-29 18:18:05,2017-03-29 18:13:26,4.65
4118789,Control,2017-05-17 11:28:07,2017-04-13 13:25:39,48842.46666666667
4119453,Control,2017-04-05 11:09:11,2017-04-05 11:07:05,2.1
4119789,Test,2017-03-29 13:55:52,2017-03-29 13:42:53,12.983333333333333
4119895,Test,2017-05-16 07:40:35,2017-04-07 17:43:25,55557.166666666664
4120229,Test,2017-05-09 16:55:41,2017-04-24 21:49:39,21306.033333333333
4120456,Control,2017-05-11 12:02:10,2017-05-11 12:01:32,0.6333333333333333
4120526,Test,2017-04-04 21:03:49,2017-04-04 21:00:15,3.566666666666667
4120604,Test,2017-04-05 09:13:20,2017-04-05 09:09:21,3.9833333333333334
4121100,Control,2017-04-12 11:19:49,2017-03-29 11:29:54,20149.916666666668
4121121,Test,2017-04-01 18:07:24,2017-04-01 18:02:44,4.666666666666667
4121467,Test,2017-05-10 13:17:25,2017-04-24 14:46:16,22951.15
4121606,Test,2017-04-05 15:23:34,2017-04-05 15:20:40,2.9
4122372,Control,2017-04-07 14:24:55,2017-04-07 14:21:11,3.7333333333333334
4122600,Test,2017-06-03 08:49:03,2017-06-03 08:18:50,30.216666666666665
4122934,Control,2017-06-20 01:01:59,2017-04-02 00:05:45,113816.23333333334
4123026,Test,2017-03-29 19:46:02,2017-03-29 19:39:49,6.216666666666667
4123242,Control,2017-06-07 21:47:15,2017-06-07 21:40:25,6.833333333333333
4123326,Test,2017-04-06 08:11:43,2017-04-06 08:04:39,7.066666666666666
4123542,Control,2017-05-12 08:00:18,2017-05-12 07:58:37,1.6833333333333333
4123651,Control,2017-06-02 19:39:35,2017-06-02 19:38:22,1.2166666666666666
4123816,Control,2017-04-05 11:11:46,2017-04-05 11:10:22,1.4
4124100,Test,2017-06-11 01:13:39,2017-06-11 01:02:20,11.316666666666666
4124205,Test,2017-04-21 12:24:16,2017-04-12 23:19:06,12305.166666666666
4124913,Control,2017-03-16 12:23:01,2017-03-16 12:18:50,4.183333333333334
4124935,Control,2017-04-07 21:54:17,2017-04-07 21:47:16,7.016666666666667
4125085,Test,2017-03-30 07:02:01,2017-03-30 06:59:59,2.033333333333333
4125670,Test,2017-05-04 20:58:31,2017-05-04 20:54:42,3.816666666666667
4126206,Test,2017-04-05 13:17:12,2017-04-05 13:09:56,7.266666666666667
4126756,Control,2017-05-19 00:25:54,2017-04-27 22:04:53,30381.016666666666
4126924,Control,2017-06-01 22:59:42,2017-06-01 22:56:02,3.6666666666666665
4127282,Test,2017-03-29 11:43:36,2017-03-29 11:38:18,5.3
4127597,Test,2017-03-29 23:13:29,2017-03-29 22:31:05,42.4
4128771,Test,2017-03-29 11:08:07,2017-03-29 11:05:18,2.816666666666667
4129281,Test,2017-04-12 12:03:22,2017-04-12 12:00:25,2.95
4129506,Control,2017-04-01 15:03:10,2017-04-01 14:57:15,5.916666666666667
4129537,Test,2017-03-31 17:28:00,2017-03-31 17:25:53,2.1166666666666667
4129973,Test,2017-03-29 12:11:05,2017-03-29 12:08:02,3.05
4130166,Test,2017-06-05 15:05:08,2017-04-11 13:07:12,79317.93333333333
4130172,Test,2017-04-02 13:45:48,2017-04-02 13:42:03,3.75
4130347,Control,2017-03-29 10:14:34,2017-03-29 10:09:50,4.733333333333333
4130407,Control,2017-04-06 16:07:26,2017-04-06 16:05:29,1.95
4131648,Control,2017-04-09 12:08:51,2017-04-09 11:46:38,22.216666666666665
4132062,Control,2017-05-31 21:27:48,2017-05-31 21:26:22,1.4333333333333333
4132450,Test,2017-06-15 15:14:03,2017-03-30 11:41:04,111092.98333333334
4133405,Control,2017-04-02 08:32:42,2017-04-02 08:29:27,3.25
4133509,Control,2017-04-06 12:52:25,2017-04-06 12:38:05,14.333333333333334
4134661,Test,2017-03-30 10:32:26,2017-03-30 10:29:57,2.4833333333333334
4134674,Control,2017-05-15 07:35:38,2017-05-15 07:33:52,1.7666666666666666
4134775,Test,2017-04-12 11:53:42,2017-04-12 11:51:42,2.0
4135136,Control,2017-04-15 16:33:40,2017-04-15 16:22:23,11.283333333333333
4135604,Control,2017-03-29 19:22:18,2017-03-29 19:02:26,19.866666666666667
4135771,Test,2017-04-14 13:03:28,2017-04-14 13:02:32,0.9333333333333333
4135832,Test,2017-04-14 17:11:52,2017-04-11 15:02:00,4449.866666666667
4136269,Control,2017-04-05 18:43:50,2017-04-05 18:34:58,8.866666666666667
4137311,Control,2017-04-03 08:52:32,2017-04-03 08:47:58,4.566666666666666
4137437,Test,2017-04-10 14:00:22,2017-04-10 13:58:20,2.033333333333333
4137479,Control,2017-03-29 14:09:16,2017-03-29 14:05:50,3.433333333333333
4137856,Test,2017-03-29 11:39:31,2017-03-29 11:36:45,2.7666666666666666
4137918,Test,2017-06-01 16:31:13,2017-04-02 07:24:47,86946.43333333333
4138511,Control,2017-03-30 12:06:28,2017-03-30 12:01:36,4.866666666666666
4138774,Test,2017-03-29 20:11:38,2017-03-29 20:09:03,2.5833333333333335
4138843,Control,2017-04-08 16:15:54,2017-04-08 16:13:04,2.8333333333333335
4139086,Test,2017-04-05 14:34:15,2017-04-05 14:27:48,6.45
4139445,Control,2017-03-31 20:36:39,2017-03-31 20:23:28,13.183333333333334
4139496,Test,2017-06-07 17:58:48,2017-06-07 17:56:45,2.05
4139600,Test,2017-04-02 12:42:02,2017-04-02 12:37:13,4.816666666666666
4139977,Test,2017-04-08 15:32:26,2017-04-08 15:27:39,4.783333333333333
4140276,Control,2017-04-12 12:07:41,2017-04-05 12:24:13,10063.466666666667
4140751,Test,2017-05-25 09:14:11,2017-05-25 09:12:29,1.7
4141660,Test,2017-04-05 12:34:48,2017-04-05 12:20:35,14.216666666666667
4141865,Test,2017-04-02 10:18:11,2017-04-02 09:53:26,24.75
4141937,Control,2017-03-30 20:37:58,2017-03-30 20:30:22,7.6
4142015,Test,2017-03-29 11:06:35,2017-03-29 11:04:40,1.9166666666666667
4142051,Test,2017-04-14 22:52:50,2017-04-14 22:49:31,3.316666666666667
4142199,Test,2017-04-14 11:00:56,2017-04-14 10:58:58,1.9666666666666666
4142389,Control,2017-04-06 21:23:59,2017-04-05 12:43:11,1960.8
4142763,Test,2017-04-19 20:34:44,2017-04-19 20:31:23,3.35
4143163,Test,2017-05-21 15:48:47,2017-04-23 15:46:44,40322.05
4143292,Control,2017-04-19 12:42:01,2017-04-19 12:24:30,17.516666666666666
4143462,Control,2017-04-12 11:10:53,2017-04-12 11:08:33,2.3333333333333335
4143564,Control,2017-06-14 18:54:38,2017-06-14 18:50:02,4.6
4144091,Test,2017-05-06 22:20:36,2017-04-05 11:59:24,45261.2
4146433,Test,2017-03-31 15:58:01,2017-03-31 15:56:39,1.3666666666666667
4147030,Test,2017-04-12 16:25:41,2017-04-12 16:21:35,4.1
4147280,Control,2017-04-12 11:28:05,2017-04-12 11:25:13,2.8666666666666667
4147935,Test,2017-04-06 10:16:52,2017-04-06 09:59:56,16.933333333333334
4147941,Control,2017-03-31 15:18:46,2017-03-31 15:14:41,4.083333333333333
4148066,Test,2017-04-05 11:28:57,2017-04-05 11:25:56,3.0166666666666666
4148135,Test,2017-04-08 19:48:39,2017-04-08 19:39:38,9.016666666666667
4148488,Test,2017-05-20 13:48:18,2017-05-19 14:36:19,1391.9833333333333
4148564,Test,2017-05-02 21:29:26,2017-05-02 21:26:38,2.8
4148568,Test,2017-06-03 22:16:26,2017-04-05 22:23:21,84953.08333333333
4149505,Test,2017-04-05 16:45:16,2017-04-05 16:43:08,2.1333333333333333
4149721,Control,2017-04-09 06:00:39,2017-04-09 05:55:33,5.1
4149922,Test,2017-04-01 10:30:34,2017-04-01 10:17:37,12.95
4150493,Control,2017-04-05 11:24:20,2017-04-05 11:23:27,0.8833333333333333
4150996,Test,2017-04-09 09:51:16,2017-04-09 09:49:00,2.2666666666666666
4151424,Control,2017-04-01 15:43:50,2017-04-01 15:29:51,13.983333333333333
4152139,Test,2017-04-02 14:55:28,2017-04-02 14:53:01,2.45
4152899,Test,2017-05-06 20:22:59,2017-05-06 20:18:33,4.433333333333334
4153919,Test,2017-03-31 14:57:19,2017-03-31 14:53:45,3.566666666666667
4153931,Control,2017-04-04 21:25:46,2017-04-04 21:24:08,1.6333333333333333
4155300,Control,2017-04-05 15:42:12,2017-04-05 15:37:31,4.683333333333334
4155983,Control,2017-03-29 17:17:51,2017-03-29 17:14:46,3.0833333333333335
4155989,Control,2017-03-31 10:09:58,2017-03-31 10:01:59,7.983333333333333
4156023,Control,2017-05-10 15:31:49,2017-04-09 17:18:24,44533.416666666664
4156324,Control,2017-04-09 08:21:29,2017-04-09 08:18:31,2.966666666666667
4156608,Test,2017-03-30 12:36:16,2017-03-30 12:30:58,5.3
4158404,Control,2017-04-13 02:09:58,2017-04-13 01:46:09,23.816666666666666
4158625,Test,2017-03-29 16:36:34,2017-03-29 16:32:05,4.483333333333333
4159174,Control,2017-03-30 05:08:48,2017-03-30 05:03:31,5.283333333333333
4159523,Control,2017-03-29 15:11:19,2017-03-29 15:07:21,3.966666666666667
4159731,Control,2017-03-29 11:15:34,2017-03-29 11:13:07,2.45
4160074,Test,2017-03-30 13:26:49,2017-03-30 13:25:01,1.8
4160315,Control,2017-04-08 16:53:25,2017-04-08 16:42:40,10.75
4160440,Control,2017-04-04 16:09:12,2017-04-04 15:42:00,27.2
4160665,Test,2017-04-24 12:10:00,2017-04-10 15:45:54,19944.1
4160742,Test,2017-04-05 17:08:30,2017-04-05 17:05:32,2.966666666666667
4161696,Test,2017-04-05 17:55:59,2017-04-05 17:27:32,28.45
4162111,Test,2017-03-29 13:11:33,2017-03-29 13:04:46,6.783333333333333
4162465,Test,2017-05-06 20:37:16,2017-04-14 18:28:08,31809.133333333335
4162600,Control,2017-04-24 14:57:11,2017-04-24 14:54:56,2.25
4163260,Control,2017-04-12 21:15:16,2017-04-12 21:11:20,3.933333333333333
4163739,Test,2017-04-01 17:28:35,2017-04-01 17:26:46,1.8166666666666667
4163891,Test,2017-03-30 09:24:30,2017-03-30 09:20:33,3.95
4164346,Control,2017-04-05 12:48:01,2017-04-05 12:41:36,6.416666666666667
4164359,Control,2017-04-05 11:28:42,2017-04-05 11:18:16,10.433333333333334
4164474,Control,2017-03-29 11:24:03,2017-03-29 11:09:29,14.566666666666666
4165094,Control,2017-06-10 18:09:01,2017-06-10 18:04:31,4.5
4165138,Control,2017-04-10 14:57:14,2017-04-10 14:55:50,1.4
4165370,Control,2017-04-08 08:00:34,2017-04-08 07:56:26,4.133333333333334
4165591,Test,2017-03-29 16:12:32,2017-03-29 16:08:12,4.333333333333333
4166100,Control,2017-04-07 10:36:11,2017-04-06 15:57:50,1118.35
4166548,Control,2017-04-05 11:28:52,2017-04-05 11:16:21,12.516666666666667
4166734,Control,2017-04-19 18:15:37,2017-04-19 18:10:28,5.15
4166825,Test,2017-04-05 20:17:26,2017-04-05 20:12:44,4.7
4166929,Test,2017-05-01 08:54:18,2017-05-01 08:51:45,2.55
4167002,Test,2017-04-12 18:11:04,2017-04-12 18:08:44,2.3333333333333335
4167815,Test,2017-05-07 17:25:09,2017-04-05 16:24:13,46140.933333333334
4167905,Control,2017-04-11 20:46:57,2017-04-08 19:02:28,4424.483333333334
4168408,Test,2017-04-07 07:55:35,2017-04-07 07:51:40,3.9166666666666665
4169017,Test,2017-04-15 19:07:35,2017-04-15 19:04:04,3.5166666666666666
4169758,Test,2017-06-17 19:50:26,2017-06-17 19:47:47,2.65
4170203,Control,2017-04-05 12:26:17,2017-04-05 12:24:28,1.8166666666666667
4170232,Control,2017-04-02 17:42:30,2017-04-02 17:40:33,1.95
4170491,Control,2017-05-10 10:33:06,2017-05-10 10:29:09,3.95
4170615,Control,2017-05-12 08:04:59,2017-04-19 06:27:26,33217.55
4171396,Control,2017-06-03 17:11:31,2017-06-03 17:05:59,5.533333333333333
4172424,Control,2017-04-02 15:01:38,2017-04-02 14:56:39,4.983333333333333
4172892,Test,2017-03-29 11:08:49,2017-03-29 11:06:48,2.0166666666666666
4172990,Test,2017-04-25 07:43:13,2017-04-25 07:36:57,6.266666666666667
4173645,Test,2017-03-29 15:06:41,2017-03-29 15:05:23,1.3
4173840,Control,2017-04-17 16:30:23,2017-04-17 16:24:05,6.3
4174109,Control,2017-04-05 15:48:49,2017-04-05 15:47:10,1.65
4174312,Test,2017-06-06 12:01:01,2017-06-06 11:59:43,1.3
4174659,Test,2017-03-31 17:07:39,2017-03-31 17:06:03,1.6
4174800,Control,2017-04-07 15:35:18,2017-04-07 15:26:21,8.95
4174880,Test,2017-04-09 16:20:27,2017-04-09 16:12:08,8.316666666666666
4174906,Control,2017-04-16 16:47:51,2017-04-16 16:45:47,2.066666666666667
4175085,Control,2017-04-12 21:56:41,2017-03-31 21:04:36,17332.083333333332
4175200,Test,2017-05-22 00:10:35,2017-04-16 21:59:48,50530.78333333333
4176656,Test,2017-04-19 14:10:57,2017-04-19 14:09:41,1.2666666666666666
4177113,Test,2017-03-23 21:53:09,2017-03-23 21:48:06,5.05
4177659,Control,2017-05-16 19:53:12,2017-04-16 15:46:11,43447.01666666667
4177680,Control,2017-05-28 16:24:51,2017-04-05 10:31:11,76673.66666666667
4177841,Control,2017-04-05 12:17:51,2017-04-05 11:54:03,23.8
4177888,Control,2017-04-02 11:41:36,2017-03-23 11:44:58,14396.633333333333
4177979,Control,2017-04-04 10:10:50,2017-04-04 10:06:43,4.116666666666666
4178298,Test,2017-06-11 16:34:05,2017-04-01 09:24:04,102670.01666666666
4178617,Test,2017-04-02 18:44:13,2017-04-02 18:25:10,19.05
4178665,Control,2017-03-29 14:03:37,2017-03-29 13:59:21,4.266666666666667
4179100,Test,2017-03-29 18:00:28,2017-03-29 17:57:23,3.0833333333333335
4179192,Test,2017-03-29 20:40:16,2017-03-29 20:36:00,4.266666666666667
4179251,Control,2017-04-06 08:28:40,2017-04-06 08:24:12,4.466666666666667
4179288,Control,2017-04-20 10:28:25,2017-04-20 10:20:39,7.766666666666667
4179364,Control,2017-06-20 09:28:23,2017-06-20 09:25:43,2.6666666666666665
4179430,Test,2017-03-30 12:51:15,2017-03-30 12:47:43,3.533333333333333
4179527,Test,2017-04-14 19:16:33,2017-04-14 19:11:59,4.566666666666666
4180738,Control,2017-04-07 13:43:54,2017-04-05 17:10:38,2673.266666666667
4181418,Test,2017-03-29 11:08:20,2017-03-29 11:06:22,1.9666666666666666
4182475,Test,2017-06-18 06:58:56,2017-03-31 08:03:42,113695.23333333334
4183199,Test,2017-03-29 11:48:45,2017-03-29 11:46:19,2.433333333333333
4183269,Control,2017-04-13 08:19:55,2017-04-08 12:52:07,6927.8
4184757,Test,2017-04-06 11:14:44,2017-04-06 11:08:30,6.233333333333333
4184831,Test,2017-04-03 02:25:31,2017-04-03 02:22:03,3.466666666666667
4184834,Test,2017-06-16 12:28:54,2017-06-16 12:25:47,3.1166666666666667
4184921,Control,2017-04-14 13:06:47,2017-04-14 12:56:38,10.15
4185089,Test,2017-04-05 14:11:46,2017-04-05 14:08:09,3.6166666666666667
4185812,Control,2017-04-10 11:25:28,2017-04-10 11:20:32,4.933333333333334
4186429,Test,2017-04-19 19:08:17,2017-04-19 18:56:56,11.35
4187030,Control,2017-03-30 12:02:24,2017-03-30 12:00:11,2.216666666666667
4187058,Test,2017-04-22 13:00:17,2017-04-08 08:56:54,20403.383333333335
4187113,Test,2017-04-16 18:29:44,2017-04-16 18:22:11,7.55
4187527,Control,2017-04-03 00:11:46,2017-04-03 00:02:07,9.65
4188215,Control,2017-04-10 12:33:32,2017-04-10 12:25:10,8.366666666666667
4188605,Test,2017-04-19 11:35:50,2017-04-19 11:33:55,1.9166666666666667
4189075,Test,2017-04-05 15:17:56,2017-04-05 15:15:16,2.6666666666666665
4189157,Test,2017-04-06 11:45:02,2017-04-06 11:37:28,7.566666666666666
4189284,Control,2017-03-29 19:30:44,2017-03-29 14:05:39,325.0833333333333
4190250,Test,2017-04-12 15:59:32,2017-04-12 15:48:29,11.05
4190386,Test,2017-03-30 14:13:59,2017-03-30 14:08:22,5.616666666666666
4190442,Control,2017-05-02 08:58:33,2017-03-26 17:22:15,52776.3
4190539,Control,2017-04-25 08:59:51,2017-04-25 08:57:06,2.75
4191064,Control,2017-04-07 17:29:06,2017-04-07 17:25:27,3.65
4192940,Control,2017-04-11 21:24:11,2017-04-11 21:22:59,1.2
4193281,Control,2017-04-17 14:17:25,2017-04-15 14:57:24,2840.016666666667
4193650,Control,2017-03-21 21:28:55,2017-03-21 21:25:54,3.0166666666666666
4194127,Control,2017-04-05 09:07:44,2017-04-05 08:55:51,11.883333333333333
4194716,Control,2017-04-20 21:54:39,2017-04-20 21:28:29,26.166666666666668
4195484,Control,2017-03-29 11:58:20,2017-03-29 11:53:49,4.516666666666667
4195653,Control,2017-04-05 11:11:40,2017-04-05 11:08:39,3.0166666666666666
4195684,Test,2017-06-10 15:06:54,2017-06-10 15:02:37,4.283333333333333
4195754,Test,2017-03-29 11:21:49,2017-03-29 11:20:04,1.75
4196018,Test,2017-04-16 11:45:52,2017-03-29 19:26:08,25459.733333333334
4196060,Control,2017-04-09 08:48:28,2017-04-06 13:07:26,4061.0333333333333
4196075,Test,2017-04-12 18:09:26,2017-04-12 17:48:54,20.533333333333335
4197171,Control,2017-03-15 13:06:47,2017-03-15 10:00:25,186.36666666666667
4197208,Control,2017-04-19 13:01:07,2017-04-19 12:56:44,4.383333333333334
4198518,Control,2017-03-31 09:02:00,2017-03-31 08:57:59,4.016666666666667
4198709,Test,2017-04-20 15:34:57,2017-04-05 14:34:17,21660.666666666668
4198745,Test,2017-04-12 08:40:07,2017-04-08 21:24:53,4995.233333333334
4199359,Test,2017-06-15 14:52:50,2017-06-15 14:48:43,4.116666666666666
4199402,Control,2017-05-01 11:43:10,2017-03-29 10:49:21,47573.816666666666
4199701,Test,2017-05-30 12:19:59,2017-04-15 21:01:08,64278.85
4200640,Test,2017-06-15 09:23:57,2017-06-15 09:20:34,3.3833333333333333
4201118,Control,2017-04-05 16:12:01,2017-04-05 16:08:32,3.4833333333333334
4202044,Control,2017-04-15 12:01:41,2017-04-15 11:58:03,3.6333333333333333
4202376,Control,2017-03-29 12:37:24,2017-03-29 12:36:16,1.1333333333333333
4202730,Test,2017-04-05 12:45:51,2017-04-05 12:39:30,6.35
4203023,Test,2017-04-10 09:26:59,2017-04-10 09:24:02,2.95
4203251,Test,2017-03-31 18:23:44,2017-03-31 18:21:52,1.8666666666666667
4203290,Test,2017-04-09 10:47:07,2017-04-09 10:17:48,29.316666666666666
4203682,Test,2017-03-29 20:40:08,2017-03-29 20:25:02,15.1
4204215,Test,2017-06-04 12:04:09,2017-06-04 12:02:22,1.7833333333333334
4204378,Control,2017-04-09 13:12:39,2017-04-09 13:08:36,4.05
4204704,Control,2017-04-05 11:12:57,2017-04-05 11:10:09,2.8
4204839,Control,2017-04-23 13:33:35,2017-04-23 13:30:58,2.6166666666666667
4205329,Control,2017-03-30 10:43:59,2017-03-30 10:32:13,11.766666666666667
4205704,Test,2017-04-11 16:31:12,2017-04-11 16:27:53,3.316666666666667
4207484,Test,2017-04-04 16:36:52,2017-04-04 16:34:15,2.6166666666666667
4208202,Control,2017-04-12 03:34:20,2017-04-12 03:17:14,17.1
4208340,Test,2017-04-06 07:35:33,2017-04-06 07:25:05,10.466666666666667
4208578,Test,2017-04-06 22:07:01,2017-04-06 21:58:45,8.266666666666667
4209132,Test,2017-04-19 12:42:17,2017-04-19 12:33:28,8.816666666666666
4209246,Test,2017-05-14 20:32:52,2017-04-16 17:10:04,40522.8
4209639,Test,2017-04-24 21:36:33,2017-04-19 13:13:06,7703.45
4210011,Test,2017-03-29 11:22:18,2017-03-29 11:20:05,2.216666666666667
4210170,Control,2017-05-19 11:44:29,2017-05-19 11:41:05,3.4
4210290,Control,2017-05-06 12:26:03,2017-05-06 12:20:06,5.95
4210824,Test,2017-04-11 11:48:15,2017-04-11 11:45:55,2.3333333333333335
4211028,Control,2017-04-20 09:08:17,2017-04-05 14:51:34,21256.716666666667
4211128,Test,2017-04-05 11:24:55,2017-04-05 11:22:44,2.183333333333333
4211505,Control,2017-05-12 13:21:10,2017-05-12 13:17:56,3.2333333333333334
4212950,Test,2017-05-08 16:36:22,2017-05-08 16:26:14,10.133333333333333
4213081,Test,2017-03-31 11:05:37,2017-03-31 11:00:37,5.0
4213460,Test,2017-04-03 11:05:27,2017-04-03 11:03:23,2.066666666666667
4213595,Test,2017-04-05 12:44:21,2017-04-05 12:29:11,15.166666666666666
4213724,Control,2017-04-12 14:27:07,2017-04-12 14:22:03,5.066666666666666
4213745,Control,2017-03-29 11:09:48,2017-03-29 11:03:48,6.0
4213972,Test,2017-05-07 08:54:04,2017-04-13 18:26:08,33987.933333333334
4214427,Test,2017-04-07 09:01:03,2017-04-07 08:51:37,9.433333333333334
4214438,Control,2017-04-02 08:33:27,2017-04-02 08:28:32,4.916666666666667
4214732,Test,2017-05-07 13:52:51,2017-05-07 13:51:16,1.5833333333333333
4214906,Test,2017-05-01 09:34:32,2017-05-01 09:32:02,2.5
4215470,Test,2017-04-04 21:09:56,2017-04-04 21:01:22,8.566666666666666
4216032,Test,2017-04-30 23:13:01,2017-04-30 23:05:01,8.0
4216331,Test,2017-03-22 13:20:54,2017-03-22 13:17:46,3.1333333333333333
4216690,Test,2017-04-12 17:47:36,2017-04-12 17:43:07,4.483333333333333
4216855,Test,2017-04-23 14:57:14,2017-04-23 14:55:06,2.1333333333333333
4217056,Control,2017-03-30 07:08:47,2017-03-30 07:01:34,7.216666666666667
4217274,Test,2017-05-13 20:28:54,2017-04-05 09:35:10,55373.73333333333
4217313,Test,2017-04-14 14:14:38,2017-04-14 14:09:26,5.2
4218088,Control,2017-05-18 13:00:26,2017-03-29 23:00:45,71399.68333333333
4218167,Test,2017-04-05 14:44:24,2017-04-05 14:39:05,5.316666666666666
4218860,Control,2017-05-31 19:50:15,2017-05-31 19:27:30,22.75
4219095,Test,2017-04-12 17:19:50,2017-04-12 17:16:37,3.216666666666667
4219119,Control,2017-03-30 09:55:23,2017-03-30 09:53:17,2.1
4219127,Control,2017-04-06 17:53:04,2017-04-06 17:50:08,2.933333333333333
4219157,Test,2017-03-29 12:58:26,2017-03-29 12:56:34,1.8666666666666667
4219223,Control,2017-06-01 10:26:07,2017-06-01 10:24:06,2.0166666666666666
4219703,Test,2017-04-23 19:07:40,2017-04-23 19:05:36,2.066666666666667
4219831,Control,2017-06-19 10:44:22,2017-06-19 10:35:40,8.7
4220347,Test,2017-04-17 13:04:38,2017-04-17 13:03:29,1.15
4220737,Control,2017-05-24 10:40:05,2017-05-24 10:38:23,1.7
4221630,Test,2017-06-03 09:19:05,2017-03-31 06:44:52,92314.21666666666
4222945,Control,2017-04-10 13:58:32,2017-04-10 13:55:59,2.55
4223136,Test,2017-04-23 16:47:23,2017-04-05 19:33:25,25753.966666666667
4223520,Control,2017-04-05 09:14:53,2017-04-05 09:11:41,3.2
4223910,Control,2017-04-23 21:34:13,2017-04-23 21:27:05,7.133333333333334
4224360,Control,2017-04-06 09:07:03,2017-04-06 09:03:31,3.533333333333333
4224754,Test,2017-04-12 08:21:36,2017-04-12 08:15:24,6.2
4224761,Test,2017-03-31 03:00:07,2017-03-31 02:55:25,4.7
4224941,Control,2017-04-15 12:53:34,2017-04-15 12:49:56,3.6333333333333333
4225078,Control,2017-05-09 19:06:58,2017-05-09 19:05:33,1.4166666666666667
4225354,Control,2017-04-04 19:26:56,2017-04-04 19:17:41,9.25
4226005,Test,2017-04-02 23:45:45,2017-04-02 23:40:49,4.933333333333334
4226423,Test,2017-05-22 02:47:51,2017-05-22 02:37:12,10.65
4226690,Test,2017-03-30 14:23:02,2017-03-30 14:20:02,3.0
4227154,Control,2017-04-02 14:13:20,2017-04-02 14:10:27,2.8833333333333333
4227250,Test,2017-04-03 20:28:15,2017-04-03 20:25:11,3.066666666666667
4227359,Test,2017-04-05 11:47:23,2017-04-05 11:41:13,6.166666666666667
4227478,Test,2017-04-02 13:52:01,2017-03-30 19:58:43,3953.3
4227725,Control,2017-04-10 12:06:17,2017-04-10 12:03:47,2.5
